the location of the crime, 124, char, 2
213619.015149917, 213619.447134875, 11.2525005340576, 4.0, a problem
213621.065226458, 213621.898667042, 20.4099998474121, 4.0, a problem u
213622.165331125, 213622.548742167, 10.0975008010864, 4.0, a problem uh
213623.732510458, 213624.248807792, 20.2449989318848, 4.0, a problem sit
213624.765445667, 213625.265471792, 7.21000003814697, 4.0, a problem with
213626.732440833, 213627.515719208, 16.0375003814697, 4.0, a problem with p
213627.932386958, 213628.515677583, 6.13749980926514, 4.0, a problem with of
213628.815519167, 213629.082384875, 8.77749919891357, 4.0, a problem with the
213630.832213458, 213631.132719125, 8.03500080108643, 4.0, a problem with the i
213631.39898975, 213632.316034708, 12.0774993896484, 4.0, a problem with the in
213632.582347875, 213632.81598075, 6.30249977111816, 4.0, a problem with the did
213633.015675208, 213633.265866833, 7.45749950408936, 4.0, a problem with the high
213633.7661515, 213634.466051458, 11.6649990081787, 4.0, a problem with the email
213634.782810833, 213634.966174917, 5.39499950408936, 4.0, a problem with the engine
companies announce a merger, 54, word, 29
213637.933488958, 213638.183123583, 6.30249977111816, 4.0, i
213638.616178958, 213639.099604542, 15.1300010681152, 4.0, in
213639.266104708, 213639.966365, 10.4274997711182, 4.0, all
213640.59986825, 213641.566653625, 17.1925010681152, 4.0, does
213641.849741208, 213642.01668175, 2.75500011444092, 4.0, going
213642.416637375, 213643.549934667, 11.0874996185303, 4.0, animal
213643.79983125, 213644.050082833, 8.03500080108643, 4.0, college
213644.350112625, 213645.850252208, 4.15750026702881, 4.0, compared
213646.900304917, 213647.650276542, 19.0075016021729, 4.0, companies
213649.167210583, 213649.333940625, 2.01250028610229, 4.0, companies a
213649.717135542, 213650.167248167, 13.3975009918213, 4.0, companies an
213650.333589167, 213650.683973833, 11.2525005340576, 4.0, companies all
213650.983667583, 213652.06736725, 13.2325000762939, 4.0, companies bill
213652.333932167, 213653.184146667, 21.1525001525879, 4.0, companies allow
213653.500684792, 213654.100876333, 3.08500003814697, 4.0, companies choose
213654.334155833, 213654.617505875, 5.3125, 4.0, companies allowed
213654.334155833, 213654.617505875, 5.3125, 4.0, companies enjoyed
213658.582959833, 213658.65101725, -5.0, 4.0, companies colored
213658.751043833, 213658.801243708, -5.0, 4.0, companies annoyed
213658.884563875, 213658.949834917, -5.0, 4.0, companies enforce
213659.017871042, 213659.083126583, -5.0, 4.0, companies colorado
213659.134421458, 213659.216397292, -5.0, 4.0, companies clontech
213659.251264083, 213659.334399458, -5.0, 4.0, companies colorectal
213660.001061667, 213660.08316125, -5.0, 4.0, companies enjoyable
213660.168087542, 213660.233034125, -5.0, 4.0, companies conjugated
213660.301108208, 213660.384690833, -5.0, 4.0, companies honored
213660.851001208, 213660.950870917, -5.0, 4.0, companies contract
213661.034769375, 213661.133289375, -5.0, 4.0, companies honorable
213661.218065333, 213661.30155325, -5.0, 4.0, companies dropped
213661.384544958, 213661.451183167, -5.0, 4.0, companies eighteen
213661.801199833, 213661.934558667, 0.692500114440918, 4.0, companies arrived
213662.018149, 213662.116750292, -5.0, 4.0, companies contracts
213662.201526, 213662.301241792, -5.0, 4.0, companies crossed
213662.36805575, 213662.467939792, -5.0, 4.0, companies finished
213662.567999, 213662.651575833, -5.0, 4.0, companies chopped
213662.734666208, 213662.816888083, -5.0, 4.0, companies contractor
213662.9012655, 213662.967915625, -5.0, 4.0, companies chloride
213663.184659625, 213663.284752833, -5.0, 4.0, companies imposed
213663.784815875, 213664.134606, 100.0, 1.0, companies
213663.784815875, 213665.734882208, 2.59000015258789, 4.0, companies a
213666.501566708, 213667.368303375, 17.3575000762939, 4.0, companies as
213667.568005417, 213667.985017542, 14.0574989318848, 4.0, companies com
213668.65175225, 213669.084926083, 16.1199989318848, 4.0, companies from
213669.635122167, 213670.151846583, 20.2449989318848, 4.0, companies front
213670.768530083, 213671.651954958, 12.2424983978271, 4.0, companies common
213671.968614458, 213672.135298333, 2.59000015258789, 4.0, companies formula
213672.3851125, 213672.585231667, 5.72499942779541, 4.0, companies announce
213673.968324667, 213674.083787583, 1.1875, 4.0, companies announce a
213675.152282417, 213675.502246583, 12.0774993896484, 4.0, companies announce a i
213675.902221583, 213676.218704167, 7.12750053405762, 4.0, companies announce a of
213676.868927833, 213677.56899725, 16.0375003814697, 4.0, companies announce a her
213677.801983375, 213678.21882675, 7.375, 4.0, companies announce a kind
213679.402575625, 213679.652592458, 5.64249992370605, 4.0, companies announce a lipid
213680.302645583, 213681.119254792, 14.3049983978271, 4.0, companies announce a merger
questioning the wisdom of the courts, 32, word, 30
213684.486086542, 213684.986113333, 16.6149997711182, 4.0, q
213685.285832917, 213685.836222333, 21.2350006103516, 4.0, or
213686.119566958, 213686.419595167, 8.36499977111816, 4.0, use
213686.969587042, 213687.669555083, 16.1199989318848, 4.0, over
213688.469706792, 213689.469855042, 19.0900001525879, 4.0, steps
213689.71989125, 213690.019834125, 8.19999980926514, 4.0, oxford
213690.303227083, 213691.119952083, 13.0675010681152, 4.0, stimuli
213691.319841375, 213691.703194625, 14.5524997711182, 4.0, question
213692.40325875, 213692.970061333, 8.36499977111816, 4.0, wrestling
213693.153360667, 213693.519993833, 14.1399993896484, 4.0, priorities
213694.136470125, 213694.453385375, 4.23999977111816, 4.0, questioning
213696.720263833, 213697.3536385, 22.2250003814697, 4.0, questioning w
213697.653533917, 213698.320491417, 10.1800003051758, 4.0, questioning uh
213698.42004825, 213698.587181625, 1.02250003814697, 4.0, questioning the
213700.770542125, 213701.870576, 21.3175010681152, 4.0, questioning the v
213702.220554292, 213702.720619292, 9.19000053405762, 4.0, questioning the uh
213703.104028542, 213703.904102958, 16.1199989318848, 4.0, questioning the who
213704.254087708, 213704.470767458, 2.42499971389771, 4.0, questioning the were
213704.787375833, 213705.487468917, 13.1499996185303, 4.0, questioning the viral
213705.787475583, 213706.120834042, 12.3249988555908, 4.0, questioning the wisdom
213707.60430075, 213708.087633208, 17.1100006103516, 4.0, questioning the wisdom q
213708.370843458, 213708.62098075, 7.45749950408936, 4.0, questioning the wisdom of
213709.504518125, 213711.354596958, 17.0275001525879, 4.0, questioning the wisdom of q
213711.921142042, 213712.354791417, 8.03500080108643, 4.0, questioning the wisdom of of
213712.620948083, 213712.921138208, 6.22000026702881, 4.0, questioning the wisdom of the
213713.904851667, 213714.187999542, 3.16750049591064, 4.0, questioning the wisdom of the a
213714.471210125, 213715.204810792, 12.0774993896484, 4.0, questioning the wisdom of the an
213715.904764708, 213716.704753375, 22.3899993896484, 4.0, questioning the wisdom of the any
213717.221634583, 213717.821844708, 16.1199989318848, 4.0, questioning the wisdom of the also
213718.121785208, 213718.720589542, 20.0799999237061, 4.0, questioning the wisdom of the court
213719.671915125, 213721.955233417, 5.47749996185303, 4.0, questioning the wisdom of the court a
213723.622101792, 213723.705355083, 100.0, 1.0, questioning the wisdom of the court
what a lovely red jacket, 25, word, 31
213815.576643292, 213816.46147525, 27.0100021362305, 4.0, z
213816.727999417, 213817.444914042, 8.19999980926514, 4.0, we
213817.694785625, 213817.87820925, 1.1875, 4.0, web
213818.294867375, 213818.778242708, 21.0700016021729, 4.0, what
213820.028364375, 213820.160367083, 0.527500152587891, 4.0, what a
213821.54513, 213821.895154125, 17.2749996185303, 4.0, what a r
213822.161648958, 213824.295259708, 13.1499996185303, 4.0, what a to
213824.661698583, 213825.662006625, 21.5650005340576, 4.0, what a not
213825.961709208, 213826.578982708, 4.15750026702881, 4.0, what a site
213826.94543775, 213827.878601458, 12.0774993896484, 4.0, what a total
213828.261884, 213830.0623375, 22.2250003814697, 4.0, what a potent
213828.261884, 213830.0623375, 22.2250003814697, 4.0, what a novels
213830.845646417, 213830.911074667, -5.0, 4.0, what a lovely
213832.312553792, 213834.045791292, 15.4600009918213, 4.0, what a lovely p
213834.379214208, 213834.662750375, 4.32250022888184, 4.0, what a lovely of
213834.945601292, 213835.179008708, 4.40499973297119, 4.0, what a lovely the
213834.945601292, 213835.179008708, 4.40499973297119, 4.0, what a lovely off
213836.3113335, 213836.378025333, -5.0, 4.0, what a lovely see
213836.496005708, 213836.561326708, -5.0, 4.0, what a lovely red
213838.113077917, 213839.012646083, 10.0150003433228, 4.0, what a lovely red i
213839.312742875, 213839.49604725, -0.792500019073486, 4.0, what a lovely red la
213839.829617917, 213840.129620625, 1.02250003814697, 4.0, what a lovely red had
213840.463064792, 213841.196517958, 11.1700000762939, 4.0, what a lovely red lack
213841.513008625, 213841.746349042, 5.23000049591064, 4.0, what a lovely red jacob
213841.99639925, 213843.078579333, 18.1824989318848, 4.0, what a lovely red jacket
time to go shopping, 19, word, 32
213847.913548583, 213848.546900958, 20.0799999237061, 4.0, u
213848.830253083, 213849.246980125, 10.0150003433228, 4.0, uh
213849.479992167, 213849.930211333, 10.2624998092651, 4.0, the
213850.246969625, 213850.413732625, 4.40499973297119, 4.0, time
213852.180418417, 213852.730539542, 20.0799999237061, 4.0, time u
213852.913596958, 213853.330479333, 15.2950000762939, 4.0, time to
213854.347244833, 213854.613890833, 7.04500007629395, 4.0, time to i
213854.796915167, 213855.113925875, 14.0574989318848, 4.0, time to in
213854.796915167, 213855.113925875, 14.0574989318848, 4.0, time to do
213856.030670292, 213856.095987417, -5.0, 4.0, time to go
213857.047441208, 213858.530923, 17.1100006103516, 4.0, time to go q
213858.74721525, 213859.397451292, 8.28250026702881, 4.0, time to go of
213859.563842208, 213859.947623, 12.3249988555908, 4.0, time to go oil
213860.130655125, 213860.464266833, 17.0275001525879, 4.0, time to go this
213860.697374792, 213860.981085167, 11.3350009918213, 4.0, time to go think
213861.397671833, 213861.947746208, 8.11750030517578, 4.0, time to go people
213862.23092, 213862.797733042, 14.0574989318848, 4.0, time to go simpler
213863.397787125, 213863.864529083, 7.04500007629395, 4.0, time to go thinking
213863.397787125, 213863.864529083, 7.04500007629395, 4.0, time to go shopping
the objective of the exercise, 37, word, 33
213867.164761958, 213868.931618875, 22.2250003814697, 4.0, w
213869.231583917, 213869.564922917, 7.29250049591064, 4.0, we
213869.7813535, 213869.931486292, 3.49749946594238, 4.0, the
213872.21503125, 213872.73186375, 15.2124996185303, 4.0, the o
213873.0149595, 213874.315153083, 4.07499980926514, 4.0, the of
213874.69824525, 213875.448391875, 9.51999950408936, 4.0, the off
213875.731567375, 213876.048454, 4.15750026702881, 4.0, the said
213876.365187, 213876.582008958, 5.23000049591064, 4.0, the naked
213877.015380167, 213878.01556125, 20.4924983978271, 4.0, the object
213878.265459375, 213878.6823275, 8.52999973297119, 4.0, the release
213879.182672167, 213880.932424125, 17.0275001525879, 4.0, the releases
213881.2319465, 213881.532357542, 5.3125, 4.0, the objective
213883.232494875, 213883.599088833, 14.2224998474121, 4.0, the objective i
213883.848827208, 213884.131165083, 5.64249992370605, 4.0, the objective of
213886.199362292, 213887.582761208, 21.1525001525879, 4.0, the objective of v
213887.849336333, 213888.24951275, 10.3450002670288, 4.0, the objective of uh
213888.449487, 213888.616153667, 4.32250022888184, 4.0, the objective of the
213889.566225, 213889.866246, 4.15750026702881, 4.0, the objective of the a
213890.099285667, 213891.066320333, 22.2250003814697, 4.0, the objective of the by
213891.282723292, 213891.583003333, 6.05500030517578, 4.0, the objective of the due
213892.433159833, 213892.866408, 2.01250028610229, 4.0, the objective of the area
213893.16642175, 213893.516456417, 4.23999977111816, 4.0, the objective of the bread
213893.849859458, 213895.36659775, 18.0174999237061, 4.0, the objective of the buffer
213896.883417292, 213897.083331958, 3.16750049591064, 4.0, the objective of the judging
213897.316694708, 213897.433161542, 100.0, 1.0, the objective of the buffer
213897.316694708, 213898.233578667, 100.0, 1.0, the objective of the bread
213897.316694708, 213898.6832295, 100.0, 1.0, the objective of the area
213897.316694708, 213898.983490667, 100.0, 1.0, the objective of the due
213897.316694708, 213899.283518833, 100.0, 1.0, the objective of the by
213897.316694708, 213899.716785042, 100.0, 1.0, the objective of the a
213897.316694708, 213902.467065875, 21.1525001525879, 4.0, the objective of the at
213902.783799167, 213903.083782625, 3.16750049591064, 4.0, the objective of the are
213903.4005835, 213904.33384425, 19.1725006103516, 4.0, the objective of the ever
213904.650559042, 213904.983899333, 1.35249996185303, 4.0, the objective of the award
213905.267206417, 213905.867305583, 5.14750003814697, 4.0, the objective of the france
213906.167203917, 213906.817352667, 19.5025005340576, 4.0, the objective of the francis
213907.017247583, 213907.300834583, 4.32250022888184, 4.0, the objective of the exercise
sing the gospel and the blues, 45, word, 34
213910.767698375, 213911.301291208, 18.5949993133545, 4.0, s
213911.584367708, 213911.91772725, 9.02500057220459, 4.0, uh
213912.21765925, 213912.8010815, 15.2124996185303, 4.0, who
213913.150908375, 213913.601117958, 9.35500049591064, 4.0, time
213914.251131, 213915.934555042, -1.4524998664856, 4.0, villa
213917.934728292, 213918.001254042, 100.0, 1.0, 
213917.934728292, 213920.684973833, 17.0275001525879, 4.0, q
213920.967832333, 213921.284931333, 7.29250049591064, 4.0, of
213921.551276833, 213922.018393208, 12.0774993896484, 4.0, oil
213922.334770958, 213922.618196958, 5.23000049591064, 4.0, time
213922.334770958, 213922.618196958, 5.23000049591064, 4.0, like
213923.634981292, 213923.718372375, -5.0, 4.0, send
213923.818408542, 213923.900466042, -5.0, 4.0, self
213924.48500925, 213924.567201875, -5.0, 4.0, tend
213924.668698583, 213924.733911625, -5.0, 4.0, ring
213924.801833458, 213924.867278708, -5.0, 4.0, pile
213925.518479167, 213925.585148542, -5.0, 4.0, mind
213925.668554875, 213925.733897875, -5.0, 4.0, pine
213925.802172, 213925.884064458, -5.0, 4.0, mine
213925.935234333, 213926.018560167, -5.0, 4.0, sing
213928.702101958, 213929.318783375, 19.2550010681152, 4.0, sing t
213929.602205, 213930.018823, 6.05500030517578, 4.0, sing of
213930.318845042, 213930.568804708, 4.15750026702881, 4.0, sing the
